size_sqft,bedrooms,bathrooms,levels,distance_to_city_km,has_pool,basement_finished_sqft,basement_unfinished_sqft,lot_size_sqft,land_size_acres,garage_capacity,sold_quickly
3868,6,5.0,1,3.5,1,2076,507,9373,0.249,1,1
3146,4,3.3,2,16.5,0,142,1062,10647,0.265,2,1
2967,4,3.6,2,11.1,0,1465,272,7488,0.139,1,1
1145,1,1.0,1,18.1,0,316,266,2000,0.056,2,1
2813,4,3.4,1,2.4,0,1038,554,3628,0.093,1,1
3236,4,3.7,1,17.7,0,0,0,7929,0.161,1,0
1427,2,1.0,2,11.2,0,475,312,4409,0.118,1,0
3000,4,3.2,1,8.4,0,0,1032,9477,0.218,1,1
2912,4,3.6,2,23.0,0,414,507,7654,0.256,1,0
1389,2,2.1,2,17.8,1,520,315,2000,0.02,2,0
2277,3,2.4,2,17.6,0,640,542,9094,0.188,2,0
2016,3,2.2,2,11.1,0,0,0,3389,0.082,2,0
2312,2,1.3,2,3.9,0,139,1342,5205,0.123,2,0
1404,1,1.0,2,3.0,0,0,0,2000,0.02,2,1
1809,3,2.1,3,9.7,0,239,657,5106,0.107,2,1
2764,4,3.2,1,2.3,0,337,645,8625,0.225,2,1
2482,3,2.1,2,8.7,0,0,0,7878,0.042,1,1
2652,3,2.3,2,11.7,0,654,784,5433,0.19,1,0
3161,4,3.5,2,9.6,0,712,704,6324,0.18,2,1
3471,4,3.9,2,13.4,0,197,1105,8494,0.307,2,0
2940,4,2.3,1,0.5,0,0,0,5417,0.078,1,1
2084,2,1.7,2,17.5,0,458,740,6239,0.099,2,1
1952,3,2.0,1,11.2,0,376,625,6641,0.093,1,0
2561,3,2.7,1,16.0,0,887,629,5907,0.118,2,0
2837,4,4.0,2,9.4,0,0,0,4631,0.088,2,1
3455,5,4.9,3,11.0,0,1214,537,6837,0.055,2,1
2714,3,2.5,2,4.2,0,1325,569,8214,0.138,1,1
2590,3,2.8,1,13.7,0,0,0,11172,0.296,1,0
2849,4,2.9,2,7.0,0,868,963,7337,0.129,2,1
3665,4,3.4,2,13.8,0,318,1221,6181,0.221,1,1
2677,3,3.2,2,18.0,0,1022,814,3988,0.02,2,0
2167,3,2.0,2,13.1,0,417,932,4456,0.134,1,0
973,2,1.5,3,25.7,0,376,203,3839,0.046,1,0
1783,2,1.2,1,14.9,0,75,1032,2000,0.059,1,0
1582,2,1.3,3,11.6,0,109,964,3476,0.083,1,0
1512,2,1.6,2,13.4,0,0,0,4338,0.127,1,0
2751,4,3.3,1,13.2,0,1024,536,7125,0.061,1,1
2345,3,2.4,1,16.5,0,1341,276,4893,0.145,1,0
2094,2,1.1,1,7.9,0,0,0,2000,0.051,1,1
3205,5,3.5,2,14.4,1,405,1005,9447,0.215,1,0
1678,2,1.5,2,5.5,0,0,0,6256,0.212,2,0
2239,3,2.6,1,13.0,0,596,901,4855,0.19,1,1
1452,2,2.1,2,16.6,0,223,661,2100,0.126,2,1
3584,5,4.3,2,18.2,0,0,0,6851,0.088,1,0
2231,2,1.0,2,9.4,0,380,373,3911,0.14,2,1
3084,4,3.0,2,20.5,0,131,1764,6600,0.131,1,0
3521,5,4.7,2,10.5,1,1880,261,7884,0.12,1,1
2768,4,3.4,1,3.6,0,885,1010,2997,0.061,2,1
3514,5,4.5,1,12.8,0,0,0,3976,0.025,1,1
1184,2,1.2,1,17.1,0,281,525,2000,0.035,2,1
2881,4,4.3,1,7.1,0,803,1012,6079,0.176,1,1
2842,4,4.3,2,2.5,1,306,1266,2990,0.045,2,1
2443,3,1.9,1,12.0,0,0,0,5503,0.143,1,1
3784,5,4.9,1,11.3,0,1637,969,9742,0.291,1,1
3123,4,3.6,1,6.5,0,752,1375,5288,0.139,2,1
3460,5,4.4,1,21.3,0,702,703,8885,0.296,1,0
2744,4,3.0,1,17.7,0,0,0,3798,0.107,1,0
2111,3,3.2,2,19.0,0,250,1176,5159,0.055,2,0
2065,3,3.0,2,3.0,0,766,594,2000,0.02,1,1
2115,3,1.7,2,10.0,0,929,103,3836,0.086,2,0
1063,1,1.1,2,8.6,0,208,302,2000,0.058,2,0
1933,3,2.4,2,9.4,0,484,273,3732,0.134,1,1
2432,3,2.1,1,19.2,0,405,537,5979,0.087,2,1
1667,2,1.0,1,8.0,1,673,278,6027,0.125,1,1
1449,2,1.9,1,7.5,0,0,0,2000,0.063,2,1
2107,3,2.6,2,19.2,0,523,420,3379,0.094,1,1
1351,1,1.0,1,24.6,0,0,0,2000,0.138,2,0
4371,6,5.0,2,21.1,1,1216,839,9911,0.141,2,1
3016,3,2.2,1,5.7,0,352,1225,4241,0.128,2,1
2470,3,2.1,1,0.5,0,665,527,3190,0.088,1,1
1497,2,1.7,1,6.6,0,0,0,2736,0.077,1,1
2083,3,2.6,1,11.1,0,416,396,6596,0.231,2,1
1216,1,1.0,2,14.3,0,526,280,2000,0.02,2,0
1341,1,1.0,1,8.5,0,260,183,4981,0.045,2,0
2722,3,1.7,1,20.0,0,764,704,6923,0.083,2,0
2637,4,3.8,2,16.0,0,0,0,5361,0.096,1,0
2330,3,1.9,1,12.1,0,540,230,6457,0.162,1,0
751,1,1.0,2,2.1,0,233,234,2000,0.048,1,0
1813,2,1.0,1,20.1,0,461,399,2000,0.129,1,0
2595,4,3.6,1,11.7,1,778,918,5212,0.057,2,0
3336,4,4.4,1,0.5,0,623,603,6379,0.149,2,1
2666,4,2.7,2,20.6,0,386,635,3026,0.025,2,1
2482,3,2.7,2,25.3,0,0,0,7031,0.121,1,0
2345,3,2.5,2,10.4,0,833,501,3124,0.097,2,1
2914,4,3.9,2,4.9,0,0,0,2644,0.109,1,0
1758,3,2.3,2,19.8,0,0,0,2000,0.044,1,0
2872,4,3.5,1,22.0,0,0,0,6519,0.112,2,0
2006,3,2.5,2,17.0,0,0,0,6253,0.087,1,0
2124,3,2.7,2,0.5,0,0,0,4782,0.095,2,0
1846,2,1.0,1,7.5,0,998,221,4016,0.083,2,0
2515,2,1.5,2,5.7,0,0,0,9586,0.261,2,0
4069,5,4.8,1,16.0,0,1698,616,6348,0.082,1,1
2454,3,3.0,1,22.3,0,977,380,3812,0.181,2,0
4215,6,5.0,2,12.1,0,439,912,7880,0.323,2,0
2194,3,1.8,1,10.9,1,365,480,2104,0.057,2,1
1399,2,1.0,2,1.6,0,0,492,2000,0.057,1,1
2432,3,2.6,2,2.7,0,142,1029,8427,0.205,2,1
2166,3,1.9,1,12.0,0,507,947,4051,0.122,2,0
3426,4,3.8,2,22.0,0,0,0,7546,0.13,1,0
1743,1,1.0,1,8.6,0,0,0,2000,0.054,2,0
3542,4,3.9,1,7.9,0,1213,584,6741,0.147,2,1
2109,3,3.5,1,4.4,0,736,471,6603,0.13,1,1
2147,3,2.4,1,3.1,0,0,0,3195,0.123,1,1
1936,3,2.3,3,18.7,0,433,367,7561,0.133,2,0
2494,3,2.9,3,10.2,0,480,778,5796,0.181,1,0
2043,3,2.9,1,17.7,0,643,565,6988,0.181,1,0
2118,3,3.3,1,0.5,0,0,0,6192,0.194,2,0
2033,3,2.5,2,9.5,0,831,500,5619,0.124,1,0
2132,3,2.1,1,22.5,0,785,431,5273,0.1,1,0
2796,3,2.4,1,3.9,1,1157,741,6397,0.144,1,1
2159,4,3.1,1,4.8,0,0,0,6866,0.206,2,0
1857,2,1.5,2,11.1,0,703,366,2383,0.128,2,0
2058,3,2.0,2,11.9,0,0,0,5050,0.159,1,1
3003,3,2.9,3,14.0,0,0,0,3314,0.02,1,1
1348,1,1.0,2,11.2,0,0,0,5958,0.193,2,1
1994,3,2.5,3,12.4,0,589,213,5618,0.131,2,1
1516,2,1.4,2,12.1,0,0,0,4100,0.096,1,1
2129,3,2.3,1,5.6,0,578,370,3194,0.02,2,0
3245,4,4.1,3,8.9,0,0,0,6480,0.114,1,0
2808,3,3.0,1,2.6,0,377,1385,6551,0.184,1,1
2346,3,2.5,1,13.3,0,274,467,2000,0.02,2,1
1057,1,1.0,1,5.8,0,235,372,3131,0.02,1,0
2613,3,1.8,3,15.8,0,1279,239,4450,0.098,1,0
2908,4,3.5,1,15.7,0,1219,0,8553,0.144,1,1
2440,3,2.1,1,0.5,0,241,1102,6436,0.174,2,1
1766,2,1.6,2,17.8,0,655,508,4877,0.159,1,0
2063,3,2.2,1,16.8,0,0,0,6498,0.156,1,1
3908,5,4.8,2,12.8,1,0,0,9590,0.207,2,1
1522,2,1.5,2,0.5,0,356,172,7646,0.146,2,1
2881,3,2.9,1,0.5,0,157,1349,6855,0.162,2,1
2054,2,1.0,1,17.6,0,693,385,6998,0.122,1,0
2358,3,2.3,1,8.4,0,379,983,7987,0.191,2,1
1326,2,2.5,2,14.0,0,179,269,2606,0.112,1,0
3402,4,2.1,1,0.5,0,0,0,8871,0.194,2,1
2394,3,2.8,1,15.3,0,0,0,6104,0.15,1,0
3168,4,3.6,1,6.8,0,0,0,5921,0.16,1,1
2743,3,3.0,1,6.6,0,93,820,7528,0.146,1,1
763,1,1.0,2,18.8,0,218,283,2967,0.071,2,0
2409,3,3.0,2,9.5,0,0,0,10216,0.199,1,1
1586,2,2.0,2,14.5,0,415,410,4846,0.068,2,0
2395,3,2.5,2,6.0,0,581,591,6788,0.189,1,1
2437,3,1.8,2,25.6,0,799,0,7624,0.118,1,0
2400,4,3.9,1,6.3,0,188,687,5849,0.133,1,1
2231,3,1.9,2,17.5,0,0,0,4923,0.098,2,0
1126,1,1.0,1,8.3,0,328,390,2506,0.02,1,1
1924,3,2.9,2,13.0,1,1130,99,2000,0.063,2,0
2079,3,2.9,2,10.6,0,1389,0,3504,0.02,1,1
2337,3,2.2,1,10.2,0,0,0,8144,0.131,1,1
1905,2,1.7,2,9.8,0,1209,104,5303,0.076,2,1
2855,4,2.6,1,5.6,0,199,1754,5400,0.062,2,1
2090,3,2.2,1,14.7,0,489,577,6859,0.128,2,0
1398,2,2.1,1,13.6,0,209,737,5892,0.137,2,1
2792,4,4.1,1,11.5,0,1216,191,6089,0.138,1,1
1460,2,1.7,1,21.2,0,0,0,7852,0.187,1,1
3678,5,4.3,1,17.8,0,0,0,7916,0.164,2,0
2975,4,3.8,2,7.1,0,0,1531,5542,0.127,2,1
2104,3,2.4,1,12.9,0,1175,161,4871,0.177,2,0
1168,1,1.0,3,19.4,0,0,0,2978,0.02,1,0
2999,3,2.4,1,11.1,1,721,441,7134,0.177,1,1
3125,4,3.0,1,12.1,1,772,1269,6406,0.134,1,1
3576,5,4.8,1,9.2,0,894,1545,9289,0.193,1,1
3115,4,2.9,2,8.7,0,742,201,4013,0.049,1,0
2679,3,2.8,3,18.1,0,0,0,5775,0.032,2,1
1843,3,1.9,2,13.5,0,510,213,3421,0.077,2,0
3372,5,4.0,1,16.4,0,1250,945,7743,0.115,1,0
2114,3,1.0,1,13.1,1,0,0,2000,0.08,2,1
1506,2,1.3,1,8.7,0,462,545,3945,0.048,1,0
2934,3,2.5,2,4.6,1,0,0,6130,0.108,2,1
4253,6,5.0,2,9.6,0,560,1914,5338,0.102,2,1
2634,3,3.1,1,15.9,0,847,449,6062,0.166,2,0
1789,2,1.0,1,15.1,0,263,685,3601,0.118,2,0
1925,1,1.0,3,0.8,0,697,526,6690,0.185,2,1
1096,2,1.2,2,24.6,0,273,257,2638,0.03,2,0
2154,3,2.4,2,7.5,0,213,505,5443,0.158,1,1
2167,3,2.3,2,11.4,1,421,657,6623,0.08,2,1
2795,4,3.2,2,13.5,0,0,0,6919,0.188,1,0
1374,1,1.0,2,23.7,0,512,406,2000,0.064,2,0
3527,5,4.5,1,6.1,0,788,1405,8739,0.227,2,1
1895,2,1.8,2,6.3,0,177,402,4105,0.054,1,1
2012,2,1.0,1,5.1,1,0,0,3194,0.062,2,1
2367,3,2.4,1,13.6,1,859,638,5339,0.186,2,0
3118,4,3.1,3,15.9,0,0,0,3568,0.02,2,0
2167,3,2.9,2,13.2,0,548,429,3245,0.085,2,1
2706,4,3.6,1,24.9,1,698,998,2757,0.042,2,1
2034,3,3.2,1,9.6,0,617,38,3995,0.084,2,1
3525,5,3.6,1,13.5,0,653,417,4419,0.116,2,1
3213,5,4.9,1,0.5,0,0,0,7109,0.108,1,1
1379,2,1.5,1,0.5,0,676,239,4827,0.138,1,0
1895,2,1.0,2,15.6,0,393,401,5458,0.071,1,0
2620,4,3.6,1,15.7,0,0,0,2633,0.048,2,1
1270,1,1.2,2,3.9,0,0,0,2000,0.02,1,0
2803,4,4.2,2,11.5,0,305,805,4377,0.1,1,1
2126,3,2.8,1,16.2,0,0,0,4062,0.026,2,1
3172,4,2.9,1,9.8,0,1032,1113,3333,0.094,1,1
1397,1,1.0,1,6.3,0,404,180,2000,0.144,2,1
1764,2,1.6,1,11.5,0,513,173,2193,0.03,1,1
2123,2,2.0,1,26.0,1,988,134,3383,0.029,1,0
1195,2,1.3,1,17.7,0,0,0,2000,0.028,2,0
2624,3,2.4,1,8.9,0,1146,202,2334,0.065,1,0
2058,3,2.1,2,18.3,0,245,570,3036,0.02,1,0
3430,5,4.7,2,13.9,0,1545,780,5227,0.111,2,1
3007,4,3.3,2,12.5,0,614,467,5653,0.226,2,1
2691,4,3.5,2,14.4,0,78,933,4433,0.132,2,1
1687,2,1.2,1,14.4,0,0,0,3583,0.033,2,1
2171,3,2.4,2,2.8,0,0,0,2000,0.053,1,0
4031,6,4.9,2,13.8,0,1347,1456,7624,0.159,1,1
2931,3,2.5,1,9.6,0,0,0,2696,0.032,1,0
2343,4,3.1,1,11.7,0,0,0,5782,0.086,2,1
1035,1,1.0,1,5.5,0,576,0,4016,0.185,2,1
1817,2,2.3,1,14.7,0,417,289,2000,0.02,2,1
1360,2,1.8,2,13.4,0,568,139,2481,0.101,2,1
1049,1,1.0,1,11.8,0,208,221,3000,0.043,2,0
3590,5,4.2,1,13.9,1,1646,0,6485,0.22,2,1
2407,3,1.6,1,14.5,0,0,0,5023,0.051,1,0
4346,6,5.0,1,18.5,0,2734,0,7060,0.189,2,0
3229,4,2.5,1,1.9,0,670,534,9572,0.272,1,1
2200,3,1.8,2,23.7,0,284,502,4204,0.101,2,0
4126,6,5.0,3,12.5,0,0,0,7643,0.19,2,1
3074,5,4.8,1,9.3,0,0,0,7649,0.133,1,1
1684,2,1.0,1,18.3,0,435,135,4538,0.072,2,0
1264,2,1.2,1,11.6,0,339,361,2000,0.027,2,0
2903,4,3.6,2,23.6,1,0,0,7963,0.196,2,0
1947,2,1.6,2,13.4,0,1088,259,3441,0.02,2,0
2423,3,1.6,3,18.9,0,676,856,2000,0.02,2,0
1727,2,1.5,1,12.3,0,902,75,2933,0.023,2,0
1942,2,1.1,3,9.7,0,311,567,2000,0.071,2,1
3821,5,5.0,1,16.9,0,0,0,8493,0.16,2,1
2051,3,2.3,1,22.5,0,579,398,5738,0.101,1,0
2655,3,2.6,1,20.5,0,0,0,5317,0.139,2,0
2073,3,2.3,2,16.6,0,1312,0,2935,0.068,1,1
2166,3,2.7,1,17.9,0,0,0,2395,0.066,2,0
1917,2,1.0,2,19.2,0,526,575,4676,0.129,1,0
2353,3,2.7,2,19.2,0,315,599,4417,0.081,1,0
1693,2,2.0,1,19.9,0,430,193,2000,0.02,2,0
1151,1,1.3,2,0.5,0,321,197,3793,0.02,1,0
3294,4,4.2,2,7.2,0,345,940,5034,0.032,2,1
1720,2,1.1,3,17.5,0,258,913,4600,0.139,1,0
2523,3,2.7,2,17.1,0,744,384,3985,0.02,1,0
2516,3,2.8,2,0.5,0,484,295,3619,0.118,1,1
2326,2,1.7,1,10.2,0,0,0,4994,0.088,1,1
2714,3,2.8,3,0.8,0,1170,539,9533,0.239,2,1
2511,3,2.6,2,3.1,0,0,0,5892,0.16,1,1
2515,3,2.1,1,12.4,0,922,761,3483,0.072,2,0
1750,2,1.5,1,7.6,0,421,449,5126,0.137,1,0
1651,2,1.8,1,8.6,0,265,360,2743,0.078,2,0
1696,2,1.6,2,9.0,0,332,832,6337,0.199,1,1
1707,2,1.0,2,13.7,0,0,0,2000,0.02,1,1
2165,3,2.0,1,17.8,0,0,0,7670,0.185,2,0
2775,4,3.2,1,5.4,0,0,1601,6923,0.133,1,1
2880,4,3.3,2,10.8,0,277,602,3940,0.06,1,1
3402,5,4.5,1,14.1,0,878,341,4470,0.076,2,1
1641,2,1.0,2,9.9,0,770,291,5207,0.183,2,1
1649,2,1.8,2,17.1,1,306,729,2332,0.02,2,0
2571,3,1.5,1,12.3,0,281,537,2809,0.056,2,0
3737,5,4.7,1,20.4,0,836,1436,7835,0.146,2,0
3207,4,3.7,1,4.5,0,0,0,7474,0.214,2,0
2673,3,2.7,2,29.4,1,438,832,6368,0.096,2,0
1483,2,1.0,1,7.8,0,353,548,2000,0.032,2,1
2308,3,1.7,3,21.8,1,1210,281,3370,0.124,2,1
2990,4,3.2,1,20.0,0,0,0,6210,0.19,1,0
2432,3,2.5,3,23.8,0,0,0,2563,0.05,2,0
1253,1,1.0,2,17.6,0,0,0,2075,0.047,1,1
2726,3,2.0,2,7.1,0,778,204,5440,0.156,2,1
2735,4,4.0,2,0.5,0,610,1252,5486,0.121,2,1
2969,4,3.6,1,6.8,0,684,918,2027,0.02,2,1
1334,2,1.2,2,19.6,0,0,0,2000,0.02,1,0
2425,3,1.9,2,13.7,0,0,0,3388,0.087,1,0
1822,3,2.4,2,4.8,0,0,0,2266,0.02,2,1
2408,3,3.0,3,3.5,0,337,490,7680,0.188,1,1
2072,2,1.4,1,3.8,0,0,0,5075,0.063,2,1
2486,3,2.4,1,8.7,0,271,952,3933,0.101,2,1
1980,3,2.4,1,10.9,0,95,608,6668,0.123,2,1
2667,4,3.5,2,22.7,0,708,483,8244,0.152,1,0
2485,3,2.3,2,14.0,0,1111,434,4638,0.209,2,1
2266,3,1.9,2,7.9,0,0,0,2990,0.053,2,0
2846,5,5.0,2,14.6,0,1945,42,6780,0.222,1,1
2725,3,2.7,3,6.4,0,373,461,2553,0.02,1,0
4155,6,5.0,1,22.5,0,0,0,8626,0.16,1,0
3071,5,4.6,1,1.5,0,466,517,5344,0.183,2,1
2970,4,3.3,1,16.1,0,1072,602,2461,0.029,2,1
4164,5,3.9,1,2.6,1,312,1434,11036,0.285,2,1
4056,6,5.0,2,9.0,0,0,0,6005,0.052,1,1
1651,2,1.0,2,16.5,0,299,645,2000,0.042,2,0
2707,4,4.4,1,15.1,0,386,926,4868,0.085,2,1
3694,5,4.4,1,10.5,0,0,0,4335,0.124,2,1
1175,1,1.0,3,12.7,0,0,0,5644,0.079,1,0
3143,4,3.9,1,1.1,0,1386,323,4990,0.067,2,0
1482,2,1.9,2,1.5,0,237,225,7207,0.191,2,1
3718,5,5.0,2,15.8,0,592,1333,3629,0.081,2,0
2546,4,3.4,3,24.5,1,0,0,9486,0.273,2,1
1848,2,1.3,2,17.8,0,313,299,3223,0.02,1,0
862,1,1.0,1,13.8,1,146,295,2000,0.07,1,0
2911,4,3.8,1,19.0,0,607,799,5440,0.111,1,1
1232,2,1.5,1,13.0,0,0,0,4067,0.02,2,0
3529,5,4.3,1,18.3,0,1386,872,5198,0.12,2,1
1694,2,1.0,1,14.8,1,0,0,4993,0.071,1,1
2441,4,3.0,2,12.8,0,511,872,3485,0.063,2,0
2819,3,2.5,1,1.0,0,1244,0,4261,0.02,2,1
3686,5,3.9,1,14.6,0,0,0,6777,0.088,1,0
2573,4,2.5,1,14.5,0,839,786,6512,0.198,2,0
3197,5,4.5,2,17.4,0,0,0,4477,0.132,2,1
2225,3,3.0,1,11.1,0,0,0,8233,0.149,1,1
2729,4,3.7,2,14.3,0,537,1270,4288,0.12,2,0
2272,3,2.4,2,8.5,0,226,772,8899,0.144,2,1
449,1,1.0,2,23.0,0,125,73,2000,0.02,1,0
2207,2,1.0,2,8.4,0,0,0,9091,0.183,1,1
884,1,1.0,1,8.0,0,0,0,3855,0.073,1,0
2663,3,3.2,1,12.3,0,340,775,8625,0.131,1,1
2249,3,3.0,1,0.5,0,0,0,2000,0.028,1,1
1834,1,1.0,1,5.9,0,654,374,2000,0.086,2,0
1357,1,1.3,2,0.7,0,0,0,2000,0.097,1,1
3218,4,3.0,2,23.6,1,1390,433,6326,0.1,1,0
2058,2,1.0,1,14.9,0,1189,0,5528,0.104,1,1
1725,2,2.2,2,8.2,0,1188,0,5464,0.059,1,0
2345,3,3.1,2,5.2,0,322,918,5681,0.119,1,1
2862,4,3.1,1,26.5,0,427,457,6955,0.052,2,0
4208,6,5.0,2,0.7,0,1253,1133,11280,0.282,2,1
2322,3,2.2,1,12.1,0,0,0,4652,0.119,1,0
1808,2,1.7,2,21.3,0,555,401,2754,0.065,1,0
1461,2,2.2,1,7.6,0,539,147,4207,0.123,2,1
1575,2,1.7,2,5.1,0,370,675,4161,0.03,2,1
1866,2,1.3,2,2.8,0,0,0,2000,0.094,1,1
1106,1,1.0,1,17.8,0,0,0,2546,0.081,2,0
2445,3,2.8,2,7.0,0,667,728,9972,0.206,1,1
1901,2,1.0,2,5.3,0,169,505,3923,0.145,2,1
1366,1,1.0,1,0.5,0,199,258,4832,0.125,2,1
2448,3,2.9,1,7.4,0,1158,0,4509,0.109,1,1
2830,4,3.8,1,17.6,0,0,0,8961,0.201,2,1
2040,3,2.8,1,16.3,0,265,992,5328,0.138,1,1
3247,4,3.7,1,11.6,0,575,542,5322,0.159,1,1
2692,4,3.5,3,8.0,0,451,498,7368,0.063,1,1
1100,1,1.0,2,7.0,0,0,0,5950,0.069,2,0
3985,5,4.4,2,1.6,0,506,702,9221,0.211,1,1
1462,2,1.6,2,14.5,0,285,192,3119,0.068,2,0
2818,4,3.7,1,12.8,0,0,0,7060,0.109,1,1
2335,3,2.5,1,11.3,0,731,513,5277,0.142,2,1
2964,5,4.7,2,14.1,1,737,692,7713,0.083,1,0
3779,6,5.0,1,17.4,0,0,0,6921,0.202,1,1
2075,2,1.2,1,16.1,0,377,554,2237,0.088,2,0
